# file...... triplex_second_node_freq.csv
# date...... Thu Nov 10 12:44:05 2016
# user...... jingkungao
# host...... (null)
# target.... triplex_node 31
# trigger... (none)
# interval.. 1
# limit..... 0
# timestamp,measured_frequency
2000-01-01 00:00:00 EST,+60
2000-01-01 00:00:01.000000 EST,+60
2000-01-01 00:00:01.010000 EST,+59.9999999969
2000-01-01 00:00:01.020000 EST,+59.9899986787
2000-01-01 00:00:01.030000 EST,+59.9882964565
2000-01-01 00:00:01.040000 EST,+59.9860339296
2000-01-01 00:00:01.050000 EST,+59.9834904544
2000-01-01 00:00:01.060000 EST,+59.9808766662
2000-01-01 00:00:01.070000 EST,+59.978347567
2000-01-01 00:00:01.080000 EST,+59.9759557186
2000-01-01 00:00:01.090000 EST,+59.9736515113
2000-01-01 00:00:01.100000 EST,+59.9713569912
2000-01-01 00:00:01.110000 EST,+59.9690444634
2000-01-01 00:00:01.120000 EST,+59.9667526394
2000-01-01 00:00:01.130000 EST,+59.9645427375
2000-01-01 00:00:01.140000 EST,+59.9624486368
2000-01-01 00:00:01.150000 EST,+59.9604654465
2000-01-01 00:00:01.160000 EST,+59.9585746677
2000-01-01 00:00:01.170000 EST,+59.9567724331
2000-01-01 00:00:01.180000 EST,+59.9550751492
2000-01-01 00:00:01.190000 EST,+59.9535039765
2000-01-01 00:00:01.200000 EST,+59.9520685234
2000-01-01 00:00:01.210000 EST,+59.9507644853
2000-01-01 00:00:01.220000 EST,+59.9495833181
2000-01-01 00:00:01.230000 EST,+59.94852185
2000-01-01 00:00:01.240000 EST,+59.9475833535
2000-01-01 00:00:01.250000 EST,+59.946771707
2000-01-01 00:00:01.260000 EST,+59.9460859493
2000-01-01 00:00:01.270000 EST,+59.9455200356
2000-01-01 00:00:01.280000 EST,+59.9450665273
2000-01-01 00:00:01.290000 EST,+59.9447199937
2000-01-01 00:00:01.300000 EST,+59.9444769864
2000-01-01 00:00:01.310000 EST,+59.9443339917
2000-01-01 00:00:01.320000 EST,+59.9442856696
2000-01-01 00:00:01.330000 EST,+59.9443248721
2000-01-01 00:00:01.340000 EST,+59.9444442633
2000-01-01 00:00:01.350000 EST,+59.9446373242
2000-01-01 00:00:01.360000 EST,+59.9448983898
2000-01-01 00:00:01.370000 EST,+59.9452217681
2000-01-01 00:00:01.380000 EST,+59.9457744053
2000-01-01 00:00:01.390000 EST,+59.9462096194
2000-01-01 00:00:01.400000 EST,+59.9466888657
2000-01-01 00:00:01.410000 EST,+59.9472059956
2000-01-01 00:00:01.420000 EST,+59.9477549978
2000-01-01 00:00:01.430000 EST,+59.9483298985
2000-01-01 00:00:01.440000 EST,+59.9489252541
2000-01-01 00:00:01.450000 EST,+59.9495366409
2000-01-01 00:00:01.460000 EST,+59.9501602441
2000-01-01 00:00:01.470000 EST,+59.9507924531
2000-01-01 00:00:01.480000 EST,+59.9514295764
2000-01-01 00:00:01.490000 EST,+59.9520680045
2000-01-01 00:00:01.500000 EST,+59.9527045348
2000-01-01 00:00:01.510000 EST,+59.953336526
2000-01-01 00:00:01.520000 EST,+59.9539617947
2000-01-01 00:00:01.530000 EST,+59.9545784162
2000-01-01 00:00:01.540000 EST,+59.9551846252
2000-01-01 00:00:01.550000 EST,+59.9557788653
2000-01-01 00:00:01.560000 EST,+59.9563598857
2000-01-01 00:00:01.570000 EST,+59.9569267735
2000-01-01 00:00:01.580000 EST,+59.957478896
2000-01-01 00:00:01.590000 EST,+59.9580158166
2000-01-01 00:00:01.600000 EST,+59.9585372516
2000-01-01 00:00:01.610000 EST,+59.9590430776
2000-01-01 00:00:01.620000 EST,+60.0446076019
2000-01-01 00:00:01.630000 EST,+60.0564280325
2000-01-01 00:00:01.640000 EST,+60.072303024
2000-01-01 00:00:01.650000 EST,+60.0946390061
2000-01-01 00:00:01.660000 EST,+60.1214463529
2000-01-01 00:00:01.670000 EST,+60.1481573615
2000-01-01 00:00:01.680000 EST,+60.1716698317
2000-01-01 00:00:01.690000 EST,+60.1923888054
2000-01-01 00:00:01.700000 EST,+60.2127789803
2000-01-01 00:00:01.710000 EST,+60.2345949132
2000-01-01 00:00:01.720000 EST,+60.2574711967
2000-01-01 00:00:01.730000 EST,+60.2797964714
2000-01-01 00:00:01.740000 EST,+60.3004192798
2000-01-01 00:00:01.750000 EST,+60.3194023372
2000-01-01 00:00:01.760000 EST,+60.3374976486
2000-01-01 00:00:01.770000 EST,+60.3551974896
2000-01-01 00:00:01.780000 EST,+60.3723111879
2000-01-01 00:00:01.790000 EST,+60.3882887933
2000-01-01 00:00:01.800000 EST,+60.4027746208
2000-01-01 00:00:01.810000 EST,+60.4158278622
2000-01-01 00:00:01.820000 EST,+60.427721029
2000-01-01 00:00:01.830000 EST,+60.4386218389
2000-01-01 00:00:01.840000 EST,+60.4484727932
2000-01-01 00:00:01.850000 EST,+60.4571153583
2000-01-01 00:00:01.860000 EST,+60.4644736348
2000-01-01 00:00:01.870000 EST,+60.4706160325
2000-01-01 00:00:01.880000 EST,+60.475677207
2000-01-01 00:00:01.890000 EST,+60.4797508116
2000-01-01 00:00:01.900000 EST,+60.4828559734
2000-01-01 00:00:01.910000 EST,+60.4849842999
2000-01-01 00:00:01.920000 EST,+60.4861606608
2000-01-01 00:00:01.930000 EST,+60.4864590171
2000-01-01 00:00:01.940000 EST,+60.4859722166
2000-01-01 00:00:01.950000 EST,+60.4847756771
2000-01-01 00:00:01.960000 EST,+60.4829186858
2000-01-01 00:00:01.970000 EST,+60.4804417747
2000-01-01 00:00:01.980000 EST,+60.4773966821
2000-01-01 00:00:01.990000 EST,+60.4738497939
